Name:;Data 8199 2391 4/19/2024 14:37:37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Owner:;VLIR-UOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Comments:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Acquisition Date:;4/19/2024 2:37:37 PM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
&Instrument:;34972A;Address:;USB0::2391::8199::MY57007646::0::INSTR;Modules:;1;Slot1:;34901A;;;;;;;;;;;;;;;;;;;;;;;;;;
Total Channels:;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Channel;Name;Function;Range;Resolution;AdvSettings;Scale;Gain;Offset;Label;Test;Low;High;HWAlarm;;;;;;;;;;;;;;;;;;;;
779;4/19/2024 15:03:33:217;131.545;0;133.616;0;131.744;0;131.876;0;132.165;0;114.176;0;132.103;0;133.47;0;131.646;0;17.274;0;68.276;0;122.051;0;119.046;0;115.499;0;127.454;0;17.103;0
780;4/19/2024 15:03:35:217;131.439;0;133.326;0;131.905;0;132.128;0;132.06;0;114.296;0;132.182;0;133.361;0;131.913;0;17.25;0;68.311;0;122.175;0;119.304;0;115.731;0;127.935;0;17.09;0
781;4/19/2024 15:03:37:217;131.392;0;133.102;0;132.04;0;132.297;0;131.841;0;114.461;0;132.335;0;133.278;0;132.225;0;17.25;0;68.455;0;122.208;0;119.699;0;115.937;0;128.348;0;17.092;0
782;4/19/2024 15:03:39:217;131.431;0;133.271;0;132.163;0;132.334;0;132.019;0;114.878;0;132.387;0;133.64;0;132.356;0;17.257;0;68.676;0;122.156;0;120.125;0;116.3;0;128.359;0;17.12;0
783;4/19/2024 15:03:41:217;131.55;0;133.446;0;132.259;0;132.352;0;132.426;0;115.326;0;132.504;0;133.692;0;132.529;0;17.279;0;68.793;0;122.084;0;120.431;0;116.563;0;128.362;0;17.122;0
784;4/19/2024 15:03:43:217;131.779;0;133.425;0;132.362;0;132.331;0;132.562;0;115.903;0;132.842;0;133.532;0;132.684;0;17.258;0;68.859;0;121.937;0;120.726;0;116.89;0;128.242;0;17.13;0
785;4/19/2024 15:03:45:217;132.096;0;133.53;0;132.69;0;132.391;0;133.016;0;116.459;0;132.981;0;133.528;0;132.911;0;17.279;0;68.939;0;121.867;0;120.989;0;117.123;0;127.929;0;17.146;0
786;4/19/2024 15:03:47:217;132.421;0;133.722;0;132.948;0;132.531;0;133.293;0;116.922;0;134.024;0;133.475;0;133.119;0;17.28;0;68.944;0;121.885;0;121.337;0;117.396;0;127.911;0;17.135;0
787;4/19/2024 15:03:49:217;132.767;0;133.863;0;133.273;0;132.742;0;133.571;0;117.139;0;134.178;0;133.503;0;133.28;0;17.272;0;68.936;0;121.826;0;121.69;0;117.587;0;128.464;0;17.127;0
788;4/19/2024 15:03:51:217;132.798;0;133.956;0;133.424;0;132.968;0;133.828;0;117.534;0;134.313;0;133.574;0;133.467;0;17.246;0;69.018;0;121.945;0;121.783;0;117.644;0;128.62;0;17.127;0
789;4/19/2024 15:03:53:217;133.752;0;134.138;0;133.598;0;133.163;0;134.205;0;117.781;0;134.303;0;133.657;0;133.61;0;17.251;0;69.351;0;122.306;0;121.894;0;117.904;0;128.597;0;17.112;0
790;4/19/2024 15:03:55:217;133.49;0;134.331;0;133.91;0;133.402;0;134.403;0;117.99;0;134.297;0;133.852;0;133.789;0;17.264;0;69.549;0;122.788;0;121.974;0;118.149;0;128.794;0;17.138;0
791;4/19/2024 15:03:57:217;133.51;0;134.565;0;134.154;0;133.513;0;134.503;0;118.342;0;134.249;0;134.256;0;133.93;0;17.258;0;69.653;0;122.984;0;121.876;0;118.389;0;129.243;0;17.13;0
792;4/19/2024 15:03:59:217;133.541;0;134.674;0;135.182;0;133.703;0;134.621;0;118.034;0;134.601;0;134.47;0;134.201;0;17.247;0;69.759;0;123.111;0;121.838;0;118.601;0;129.755;0;17.12;0
793;4/19/2024 15:04:01:217;133.903;0;134.849;0;135.068;0;133.955;0;134.696;0;117.789;0;134.909;0;134.647;0;134.425;0;17.237;0;69.908;0;123.258;0;122.005;0;118.789;0;129.981;0;17.104;0
794;4/19/2024 15:04:03:217;134.233;0;135.157;0;134.971;0;134.166;0;134.901;0;118.07;0;134.979;0;134.878;0;134.596;0;17.228;0;69.944;0;123.186;0;122.395;0;119.147;0;130.415;0;17.095;0
795;4/19/2024 15:04:05:217;134.354;0;135.773;0;135.105;0;134.366;0;135.118;0;118.346;0;135.107;0;135.134;0;134.742;0;17.259;0;70.025;0;123.18;0;122.735;0;119.374;0;130.694;0;17.108;0
796;4/19/2024 15:04:07:217;134.892;0;136.221;0;135.362;0;134.555;0;135.346;0;118.605;0;135.363;0;135.282;0;135.028;0;17.243;0;70.076;0;123.508;0;122.831;0;119.5;0;130.699;0;17.113;0
797;4/19/2024 15:04:09:217;134.822;0;136.187;0;135.388;0;134.709;0;135.572;0;118.881;0;135.371;0;135.659;0;135.262;0;17.233;0;70.145;0;124.15;0;122.797;0;119.776;0;130.85;0;17.126;0
798;4/19/2024 15:04:11:217;134.669;0;136.4;0;135.497;0;134.953;0;135.769;0;119.191;0;135.394;0;136.07;0;135.392;0;17.267;0;70.16;0;123.986;0;123.032;0;120.052;0;131.022;0;17.113;0
799;4/19/2024 15:04:13:217;134.731;0;136.517;0;135.658;0;135.161;0;135.964;0;119.134;0;135.711;0;136.104;0;135.61;0;17.233;0;70.297;0;123.937;0;123.432;0;120.327;0;131.433;0;17.14;0
800;4/19/2024 15:04:15:217;135.443;0;137.183;0;135.848;0;135.356;0;136.179;0;119.111;0;136.205;0;136.467;0;135.993;0;17.266;0;70.582;0;123.986;0;123.672;0;120.569;0;131.891;0;17.138;0
801;4/19/2024 15:04:17:217;135.454;0;137.716;0;136.089;0;135.577;0;136.39;0;118.908;0;136.207;0;136.854;0;136.202;0;17.273;0;70.694;0;124.16;0;123.901;0;120.69;0;132.161;0;17.148;0
802;4/19/2024 15:04:19:217;135.521;0;137.936;0;136.312;0;135.943;0;136.684;0;119.097;0;136.439;0;136.917;0;136.41;0;17.281;0;70.65;0;124.779;0;124.252;0;120.902;0;132.418;0;17.164;0
803;4/19/2024 15:04:21:217;135.625;0;137.979;0;136.504;0;136.754;0;136.944;0;119.562;0;136.653;0;136.86;0;136.64;0;17.289;0;70.649;0;125.457;0;124.452;0;121.113;0;132.574;0;17.153;0
804;4/19/2024 15:04:23:217;135.735;0;137.993;0;136.706;0;136.705;0;136.788;0;119.636;0;136.842;0;136.977;0;136.791;0;17.277;0;70.603;0;125.839;0;124.439;0;121.42;0;132.908;0;17.148;0
805;4/19/2024 15:04:25:217;135.937;0;138.108;0;136.87;0;136.663;0;136.906;0;120.253;0;137.198;0;137.196;0;136.951;0;17.285;0;70.606;0;126.078;0;124.45;0;121.549;0;133.246;0;17.14;0
806;4/19/2024 15:04:27:217;136.015;0;138.079;0;136.996;0;136.718;0;137.327;0;120.794;0;137.517;0;137.524;0;137.131;0;17.28;0;70.669;0;126.478;0;124.465;0;121.838;0;133.007;0;17.151;0
807;4/19/2024 15:04:29:217;136.257;0;138.191;0;137.183;0;136.832;0;137.679;0;120.741;0;137.696;0;137.802;0;137.314;0;17.271;0;70.852;0;127.354;0;124.356;0;122.104;0;132.87;0;17.143;0
808;4/19/2024 15:04:31:217;136.473;0;138.997;0;137.356;0;137.002;0;137.858;0;120.291;0;137.847;0;138.057;0;137.53;0;17.26;0;71.075;0;127.869;0;124.338;0;122.182;0;133.411;0;17.138;0
809;4/19/2024 15:04:33:217;137.156;0;139.2;0;137.586;0;137.157;0;137.92;0;120.104;0;137.867;0;138.137;0;137.728;0;17.263;0;71.217;0;127.98;0;124.538;0;122.2;0;133.985;0;17.151;0
810;4/19/2024 15:04:35:217;138.564;0;139.202;0;137.802;0;137.392;0;138.075;0;120.256;0;138.357;0;138.187;0;137.941;0;17.277;0;71.311;0;128.178;0;124.554;0;122.449;0;134.156;0;17.12;0
811;4/19/2024 15:04:37:217;138.885;0;139.108;0;138.034;0;137.709;0;137.9;0;120.483;0;138.845;0;138.355;0;138.083;0;17.256;0;71.25;0;128.511;0;124.671;0;122.683;0;134.195;0;17.113;0
812;4/19/2024 15:04:39:217;138.461;0;139.062;0;138.219;0;137.884;0;138.052;0;120.648;0;138.499;0;138.552;0;138.18;0;17.272;0;71.164;0;128.783;0;124.829;0;122.916;0;134.239;0;17.144;0
813;4/19/2024 15:04:41:217;138.349;0;139.29;0;138.383;0;138.062;0;138.258;0;120.672;0;138.374;0;138.876;0;138.444;0;17.267;0;71.245;0;128.859;0;124.878;0;123.114;0;134.049;0;17.115;0
814;4/19/2024 15:04:43:217;138.364;0;140.391;0;138.619;0;138.242;0;138.47;0;120.235;0;138.502;0;139.078;0;138.663;0;17.277;0;71.377;0;128.817;0;125.237;0;123.179;0;133.584;0;17.136;0
815;4/19/2024 15:04:45:217;138.425;0;142.002;0;138.858;0;138.431;0;139.247;0;120.54;0;138.767;0;139.176;0;138.83;0;17.297;0;71.367;0;128.617;0;125.551;0;123.206;0;133.312;0;17.153;0
816;4/19/2024 15:04:47:217;138.558;0;141.484;0;139.06;0;138.603;0;139.458;0;120.813;0;139.367;0;139.408;0;139.002;0;17.286;0;71.547;0;128.49;0;125.72;0;123.389;0;133.944;0;17.164;0
817;4/19/2024 15:04:49:217;138.611;0;140.925;0;139.223;0;138.766;0;139.328;0;121.031;0;139.648;0;140.053;0;139.181;0;17.294;0;71.685;0;128.614;0;125.738;0;123.551;0;134.604;0;17.174;0
818;4/19/2024 15:04:51:217;138.807;0;140.615;0;139.391;0;138.941;0;139.255;0;121.338;0;139.66;0;140.176;0;139.38;0;17.299;0;71.735;0;129.004;0;125.806;0;123.732;0;135.101;0;17.179;0
819;4/19/2024 15:04:53:217;138.933;0;141.064;0;139.554;0;139.169;0;139.483;0;121.692;0;139.714;0;139.957;0;139.65;0;17.301;0;71.864;0;129.186;0;126.23;0;123.869;0;135.356;0;17.177;0
820;4/19/2024 15:04:55:217;139.555;0;140.873;0;140.227;0;139.396;0;139.831;0;121.756;0;139.814;0;140.038;0;139.909;0;17.295;0;72.026;0;129.082;0;126.492;0;124.053;0;135.366;0;17.161;0
821;4/19/2024 15:04:57:217;139.558;0;140.805;0;140.321;0;139.608;0;140.155;0;121.911;0;140.128;0;140.501;0;140.095;0;17.301;0;72.103;0;129.186;0;126.57;0;124.201;0;135.421;0;17.161;0
822;4/19/2024 15:04:59:217;139.584;0;140.815;0;140.426;0;139.82;0;140.43;0;121.573;0;140.591;0;140.864;0;140.234;0;17.29;0;72.067;0;129.402;0;126.866;0;124.5;0;135.58;0;17.169;0
823;4/19/2024 15:05:01:217;140.56;0;140.928;0;140.551;0;140.016;0;140.608;0;121.457;0;141.713;0;140.904;0;140.414;0;17.285;0;72.273;0;129.992;0;127.248;0;124.56;0;136.021;0;17.153;0
824;4/19/2024 15:05:03:217;140.861;0;141.233;0;141.366;0;140.333;0;140.854;0;121.71;0;141.692;0;140.964;0;140.596;0;17.294;0;72.523;0;131.211;0;127.449;0;124.536;0;136.056;0;17.15;0
825;4/19/2024 15:05:05:217;140.664;0;141.46;0;142.215;0;141.126;0;141.124;0;121.964;0;142.046;0;141.075;0;140.786;0;17.305;0;72.838;0;131.962;0;127.464;0;124.661;0;135.989;0;17.142;0
826;4/19/2024 15:05:07:217;140.654;0;141.682;0;143.751;0;141.139;0;141.402;0;122.621;0;142.167;0;141.184;0;141.036;0;17.287;0;73.103;0;132.151;0;127.584;0;124.714;0;136.493;0;17.125;0
827;4/19/2024 15:05:09:217;140.842;0;141.893;0;142.901;0;141.225;0;141.576;0;123.251;0;142.083;0;141.503;0;141.22;0;17.285;0;73.199;0;132.232;0;127.638;0;124.878;0;136.759;0;17.131;0
828;4/19/2024 15:05:11:217;141.124;0;142.092;0;142.423;0;141.976;0;141.68;0;123.258;0;142.032;0;141.545;0;141.474;0;17.315;0;73.251;0;132.029;0;128.049;0;125.258;0;136.885;0;17.152;0
829;4/19/2024 15:05:13:217;141.355;0;142.352;0;142.805;0;142.651;0;141.907;0;123.343;0;141.976;0;141.613;0;141.649;0;17.308;0;73.26;0;131.733;0;128.493;0;125.611;0;136.971;0;17.146;0
830;4/19/2024 15:05:15:217;141.315;0;142.631;0;142.648;0;142.724;0;141.903;0;123.179;0;142.057;0;142.044;0;141.821;0;17.314;0;73.476;0;131.686;0;129.112;0;125.949;0;136.97;0;17.159;0
831;4/19/2024 15:05:17:217;142.006;0;142.845;0;142.532;0;142.462;0;142.202;0;123.459;0;142.199;0;142.494;0;142.044;0;17.312;0;73.585;0;131.678;0;129.468;0;126.176;0;136.883;0;17.179;0
832;4/19/2024 15:05:19:217;142.757;0;143.03;0;142.503;0;142.292;0;142.467;0;123.419;0;142.304;0;142.516;0;142.35;0;17.325;0;73.656;0;132.039;0;129.777;0;126.423;0;137.522;0;17.184;0
833;4/19/2024 15:05:21:217;142.551;0;143.15;0;142.58;0;142.175;0;142.826;0;123.165;0;142.435;0;142.738;0;142.564;0;17.331;0;73.723;0;132.195;0;129.922;0;126.691;0;137.654;0;17.197;0
834;4/19/2024 15:05:23:217;142.331;0;143.282;0;142.66;0;142.164;0;143.177;0;123.227;0;142.626;0;142.85;0;142.73;0;17.34;0;73.728;0;132.52;0;130.117;0;126.8;0;137.968;0;17.195;0
835;4/19/2024 15:05:25:217;142.305;0;143.505;0;142.764;0;142.342;0;143.106;0;123.206;0;142.815;0;142.965;0;142.908;0;17.348;0;73.734;0;132.741;0;130.468;0;127.015;0;138.331;0;17.189;0
836;4/19/2024 15:05:27:217;142.417;0;144.109;0;142.94;0;142.517;0;143.022;0;123.087;0;143.042;0;143.19;0;143.075;0;17.342;0;73.853;0;132.822;0;130.658;0;127.371;0;138.478;0;17.195;0
837;4/19/2024 15:05:29:217;142.655;0;144.444;0;143.22;0;142.682;0;143.227;0;123.134;0;143.359;0;143.536;0;143.216;0;17.321;0;74.127;0;132.977;0;130.676;0;127.429;0;138.685;0;17.195;0
838;4/19/2024 15:05:31:217;142.862;0;144.533;0;143.652;0;142.826;0;143.509;0;123.691;0;143.838;0;143.918;0;143.368;0;17.321;0;74.305;0;133.006;0;131.05;0;127.566;0;138.87;0;17.184;0
839;4/19/2024 15:05:33:217;143.045;0;144.698;0;143.819;0;143.279;0;143.7;0;124.438;0;144.437;0;144.093;0;143.536;0;17.324;0;74.236;0;133.014;0;131.503;0;127.652;0;138.829;0;17.187;0
840;4/19/2024 15:05:35:217;143.252;0;144.85;0;143.981;0;144.085;0;143.677;0;124.498;0;144.848;0;144.148;0;143.729;0;17.327;0;74.193;0;133.474;0;131.734;0;127.993;0;139.19;0;17.189;0
841;4/19/2024 15:05:37:217;143.563;0;145.128;0;144.024;0;145.511;0;143.653;0;124.706;0;144.623;0;144.187;0;143.974;0;17.333;0;74.045;0;133.978;0;131.84;0;128.416;0;139.623;0;17.174;0
842;4/19/2024 15:05:39:217;143.694;0;145.323;0;144.231;0;146.463;0;144.2;0;125.348;0;144.469;0;144.184;0;144.105;0;17.301;0;74.134;0;134.134;0;132.022;0;128.746;0;139.887;0;17.153;0
843;4/19/2024 15:05:41:217;143.736;0;145.443;0;144.546;0;147.829;0;144.897;0;125.866;0;144.557;0;144.759;0;144.266;0;17.336;0;74.161;0;134.098;0;132.209;0;128.975;0;140.225;0;17.166;0
844;4/19/2024 15:05:43:217;145.028;0;145.887;0;145.396;0;148.522;0;145.388;0;126.017;0;144.601;0;144.895;0;144.45;0;17.319;0;74.347;0;134.313;0;132.459;0;129.153;0;140.566;0;17.167;0
845;4/19/2024 15:05:45:217;145.175;0;146.496;0;145.19;0;147.664;0;145.662;0;126.342;0;144.592;0;145.21;0;144.629;0;17.316;0;74.509;0;134.61;0;132.594;0;129.221;0;140.93;0;17.167;0
846;4/19/2024 15:05:47:217;144.931;0;146.335;0;145.207;0;146.651;0;145.772;0;126.589;0;144.735;0;145.311;0;144.845;0;17.321;0;74.626;0;134.95;0;132.49;0;129.288;0;141.011;0;17.167;0
847;4/19/2024 15:05:49:217;145.229;0;146.339;0;145.352;0;146.068;0;145.78;0;126.861;0;144.938;0;145.377;0;145.025;0;17.345;0;74.784;0;135.108;0;132.539;0;129.465;0;140.821;0;17.17;0
848;4/19/2024 15:05:51:217;145.394;0;146.427;0;145.488;0;145.733;0;146.04;0;127.281;0;145.142;0;145.397;0;145.223;0;17.33;0;74.951;0;134.901;0;132.729;0;129.544;0;140.75;0;17.195;0
849;4/19/2024 15:05:53:217;145.42;0;146.501;0;145.679;0;145.657;0;146.174;0;127.262;0;145.284;0;145.742;0;145.229;0;17.37;0;75.19;0;134.765;0;132.877;0;129.723;0;141.056;0;17.205;0
850;4/19/2024 15:05:55:217;145.546;0;147.93;0;145.952;0;145.686;0;146.165;0;127.445;0;145.501;0;146.136;0;145.405;0;17.355;0;75.214;0;135.067;0;133.119;0;129.928;0;141.411;0;17.21;0
851;4/19/2024 15:05:57:217;145.617;0;148.212;0;146.171;0;145.709;0;146.609;0;127.234;0;146.093;0;146.361;0;145.668;0;17.36;0;75.173;0;135.61;0;133.613;0;130.235;0;141.607;0;17.213;0
852;4/19/2024 15:05:59:217;145.947;0;147.986;0;146.309;0;145.754;0;146.986;0;127.247;0;146.749;0;146.432;0;145.793;0;17.363;0;75.176;0;135.833;0;133.807;0;130.498;0;141.803;0;17.21;0
853;4/19/2024 15:06:01:217;145.905;0;147.693;0;146.451;0;145.845;0;147.007;0;127.421;0;147.016;0;147.217;0;145.948;0;17.366;0;75.201;0;136.249;0;133.963;0;130.802;0;141.95;0;17.192;0
854;4/19/2024 15:06:03:217;146.263;0;148.376;0;146.642;0;146.047;0;147.028;0;127.673;0;147.134;0;147.941;0;146.228;0;17.345;0;75.28;0;136.569;0;134.067;0;131.041;0;142.007;0;17.213;0
855;4/19/2024 15:06:05:217;146.19;0;148.507;0;146.846;0;146.382;0;147.02;0;128.1;0;146.964;0;147.617;0;146.379;0;17.347;0;75.328;0;136.832;0;134.4;0;131.301;0;142.415;0;17.197;0
856;4/19/2024 15:06:07:217;146.208;0;148.764;0;146.99;0;146.834;0;147.015;0;128.328;0;146.865;0;147.442;0;146.583;0;17.345;0;75.336;0;136.808;0;134.678;0;131.626;0;142.79;0;17.189;0
857;4/19/2024 15:06:09:217;147.009;0;148.625;0;147.275;0;147.182;0;147.106;0;128.534;0;146.812;0;147.4;0;146.821;0;17.342;0;75.468;0;136.782;0;134.816;0;131.854;0;142.818;0;17.205;0
858;4/19/2024 15:06:11:217;147.346;0;148.579;0;148.098;0;147.36;0;147.352;0;129.043;0;146.959;0;147.397;0;147.095;0;17.335;0;75.67;0;136.879;0;134.881;0;132.109;0;142.901;0;17.179;0
859;4/19/2024 15:06:13:217;147.234;0;148.787;0;148.333;0;148.365;0;147.593;0;129.753;0;147.292;0;147.528;0;147.181;0;17.327;0;75.84;0;137.036;0;134.881;0;132.335;0;142.773;0;17.202;0
860;4/19/2024 15:06:15:217;147.378;0;148.957;0;148.243;0;148.802;0;147.793;0;130.236;0;147.538;0;147.711;0;147.056;0;17.321;0;75.916;0;137.036;0;134.938;0;132.386;0;142.812;0;17.175;0
861;4/19/2024 15:06:17:217;147.618;0;149.082;0;148.981;0;148.639;0;148.009;0;130.705;0;147.691;0;147.854;0;147.116;0;17.3;0;76.01;0;137.046;0;135.328;0;132.552;0;142.434;0;17.196;0
862;4/19/2024 15:06:19:217;147.867;0;149.306;0;149.036;0;148.535;0;148.362;0;130.837;0;147.785;0;147.825;0;147.152;0;17.329;0;76.069;0;136.976;0;135.775;0;132.864;0;141.931;0;17.18;0
863;4/19/2024 15:06:21:217;148.018;0;150.172;0;148.868;0;148.451;0;148.616;0;130.808;0;147.957;0;148.093;0;147.43;0;17.323;0;76.096;0;137.203;0;136.084;0;133.126;0;142.372;0;17.201;0
864;4/19/2024 15:06:23:217;148.29;0;151.559;0;149.135;0;148.385;0;148.706;0;130.55;0;148.22;0;148.453;0;147.724;0;17.343;0;76.178;0;137.98;0;136.677;0;133.395;0;142.84;0;17.21;0
865;4/19/2024 15:06:25:217;148.343;0;150.903;0;149.13;0;148.464;0;148.871;0;130.559;0;148.452;0;148.922;0;148.136;0;17.375;0;76.307;0;139.069;0;137.139;0;133.497;0;143.424;0;17.212;0
866;4/19/2024 15:06:27:217;148.466;0;150.39;0;149.16;0;148.613;0;148.977;0;130.831;0;148.609;0;149.377;0;148.548;0;17.359;0;76.613;0;139.594;0;137.469;0;133.673;0;143.651;0;17.236;0
867;4/19/2024 15:06:29:217;149.225;0;150.394;0;149.406;0;148.791;0;149.347;0;131.087;0;148.838;0;149.782;0;148.875;0;17.355;0;76.905;0;139.984;0;137.673;0;133.871;0;143.985;0;17.215;0
868;4/19/2024 15:06:31:217;149.28;0;150.447;0;149.567;0;148.961;0;149.655;0;131.353;0;149.243;0;149.765;0;149.173;0;17.36;0;76.918;0;140.311;0;137.735;0;133.907;0;144.223;0;17.21;0
869;4/19/2024 15:06:33:217;149.057;0;150.528;0;149.632;0;149.089;0;150.183;0;131.426;0;149.266;0;149.733;0;149.372;0;17.357;0;76.844;0;140.411;0;137.628;0;134.097;0;144.54;0;17.228;0
870;4/19/2024 15:06:35:217;149.021;0;150.633;0;149.737;0;149.343;0;150.501;0;131.795;0;149.305;0;150.299;0;149.558;0;17.344;0;76.661;0;140.269;0;137.526;0;134.279;0;145.173;0;17.239;0
871;4/19/2024 15:06:37:217;149.115;0;150.82;0;149.852;0;149.531;0;150.504;0;131.93;0;149.434;0;150.42;0;149.757;0;17.339;0;76.598;0;139.806;0;137.987;0;134.505;0;145.612;0;17.233;0
872;4/19/2024 15:06:39:217;149.282;0;151.78;0;150.071;0;149.636;0;150.541;0;132.46;0;149.866;0;150.525;0;149.862;0;17.352;0;76.842;0;139.89;0;138.337;0;134.726;0;145.534;0;17.202;0
873;4/19/2024 15:06:41:217;149.494;0;151.857;0;150.336;0;149.756;0;150.859;0;132.871;0;150.029;0;150.446;0;150.065;0;17.347;0;76.969;0;139.963;0;138.549;0;135.009;0;145.492;0;17.228;0
874;4/19/2024 15:06:43:217;149.732;0;151.765;0;150.576;0;149.951;0;151.677;0;133.36;0;150.492;0;150.536;0;150.283;0;17.326;0;77.085;0;140.403;0;138.604;0;135.334;0;145.971;0;17.233;0
875;4/19/2024 15:06:45:217;149.937;0;151.905;0;150.851;0;150.214;0;151.645;0;133.586;0;150.768;0;150.922;0;150.447;0;17.327;0;77.211;0;140.651;0;138.714;0;135.625;0;145.902;0;17.21;0
876;4/19/2024 15:06:47:217;150.153;0;151.933;0;151.85;0;150.456;0;151.477;0;134.079;0;150.825;0;150.998;0;150.529;0;17.338;0;77.465;0;141.062;0;138.764;0;135.906;0;145.857;0;17.226;0
877;4/19/2024 15:06:49:217;150.369;0;151.859;0;152.648;0;150.669;0;151.42;0;134.182;0;151.171;0;151.147;0;150.517;0;17.343;0;77.587;0;141.408;0;139.203;0;136.132;0;145.847;0;17.21;0
878;4/19/2024 15:06:51:217;150.75;0;152.628;0;152.214;0;150.84;0;151.494;0;134.207;0;151.395;0;151.206;0;150.355;0;17.344;0;77.556;0;141.85;0;139.593;0;136.195;0;146.069;0;17.208;0
879;4/19/2024 15:06:53:217;151.052;0;152.606;0;152.046;0;150.985;0;151.502;0;134.448;0;151.466;0;151.556;0;150.658;0;17.336;0;77.473;0;143.184;0;139.844;0;136.344;0;146.605;0;17.224;0
880;4/19/2024 15:06:55:217;151.247;0;152.677;0;152.672;0;151.2;0;151.302;0;134.578;0;151.548;0;151.879;0;150.971;0;17.353;0;77.569;0;143.542;0;139.865;0;136.545;0;146.775;0;17.249;0
881;4/19/2024 15:06:57:217;151.5;0;153.303;0;152.613;0;151.387;0;151.556;0;134.791;0;151.654;0;151.895;0;151.286;0;17.35;0;77.625;0;143.443;0;140.048;0;136.831;0;146.825;0;17.254;0
882;4/19/2024 15:06:59:217;151.621;0;154.062;0;152.684;0;151.576;0;151.779;0;134.755;0;151.733;0;152.111;0;151.647;0;17.366;0;77.668;0;143.665;0;140.488;0;137.038;0;147.618;0;17.241;0
883;4/19/2024 15:07:01:217;151.718;0;153.954;0;152.792;0;151.845;0;152.011;0;134.531;0;151.844;0;152.571;0;151.924;0;17.357;0;77.613;0;143.663;0;140.972;0;137.163;0;147.943;0;17.259;0
884;4/19/2024 15:07:03:217;151.868;0;154.024;0;152.827;0;152.042;0;152.282;0;134.282;0;152.025;0;152.832;0;152.079;0;17.336;0;77.563;0;143.589;0;141.061;0;137.323;0;147.998;0;17.257;0
885;4/19/2024 15:07:05:217;151.952;0;153.992;0;153.735;0;152.226;0;152.442;0;134.287;0;152.391;0;152.855;0;151.877;0;17.349;0;77.4;0;143.608;0;141.189;0;137.459;0;148.312;0;17.246;0
886;4/19/2024 15:07:07:217;152.021;0;154.048;0;153.519;0;152.405;0;152.805;0;133.973;0;152.646;0;153.239;0;152.027;0;17.336;0;77.245;0;143.736;0;141.547;0;137.687;0;148.286;0;17.254;0
887;4/19/2024 15:07:09:217;152.157;0;154.561;0;153.801;0;152.595;0;153.063;0;133.952;0;152.975;0;153.413;0;152.342;0;17.349;0;77.156;0;143.961;0;141.801;0;137.791;0;148.284;0;17.244;0
888;4/19/2024 15:07:11:217;152.47;0;154.834;0;153.985;0;152.773;0;153.308;0;133.892;0;153.164;0;153.371;0;152.634;0;17.338;0;77.436;0;144.136;0;141.924;0;137.888;0;148.815;0;17.246;0
889;4/19/2024 15:07:13:217;153.394;0;154.911;0;153.929;0;153.047;0;153.471;0;133.957;0;153.383;0;153.621;0;152.884;0;17.333;0;77.824;0;145.104;0;142.152;0;138.061;0;149.262;0;17.238;0
890;4/19/2024 15:07:15:217;153.357;0;155.103;0;153.929;0;153.455;0;153.689;0;134.282;0;153.477;0;153.829;0;153.239;0;17.325;0;78.017;0;145.049;0;142.243;0;138.063;0;149.407;0;17.23;0
891;4/19/2024 15:07:17:217;153.312;0;154.892;0;154.083;0;153.652;0;153.73;0;134.915;0;153.587;0;153.972;0;153.542;0;17.334;0;78.149;0;144.762;0;142.395;0;138.241;0;149.454;0;17.222;0
892;4/19/2024 15:07:19:217;153.578;0;155.235;0;154.22;0;153.757;0;153.957;0;135.311;0;153.927;0;154.081;0;153.691;0;17.321;0;78.14;0;144.665;0;142.568;0;138.534;0;148.86;0;17.23;0
893;4/19/2024 15:07:21:217;153.959;0;155.322;0;154.387;0;153.789;0;154.461;0;135.484;0;154.209;0;154.293;0;153.892;0;17.342;0;78.344;0;144.911;0;142.73;0;138.859;0;148.727;0;17.215;0
894;4/19/2024 15:07:23:217;154.08;0;155.385;0;154.529;0;153.92;0;154.636;0;135.276;0;154.232;0;154.487;0;153.919;0;17.328;0;78.6;0;144.793;0;143.193;0;139.096;0;148.838;0;17.234;0
895;4/19/2024 15:07:25:217;154.14;0;155.59;0;154.718;0;154.159;0;154.904;0;135.148;0;154.429;0;156.471;0;154.014;0;17.354;0;78.76;0;144.856;0;143.164;0;139.174;0;148.7;0;17.219;0
896;4/19/2024 15:07:27:217;154.266;0;156.003;0;154.929;0;154.465;0;155.043;0;135.213;0;154.808;0;155.792;0;154.088;0;17.354;0;78.872;0;145.178;0;143.261;0;139.347;0;148.689;0;17.224;0
897;4/19/2024 15:07:29:217;154.411;0;156.337;0;155.171;0;154.651;0;155.124;0;135.185;0;155.14;0;155.724;0;154.168;0;17.353;0;79.011;0;145.266;0;143.512;0;139.612;0;148.941;0;17.257;0
898;4/19/2024 15:07:31:217;154.58;0;156.519;0;155.352;0;154.78;0;154.787;0;135.3;0;155.145;0;156.283;0;154.401;0;17.366;0;79.082;0;145.389;0;143.507;0;139.884;0;150.171;0;17.267;0
